Date,Day of Week,Lecture Number,Start Time,End Time,Subject,Subject Code,Faculty ID,Semester,Branch,Section,Classroom,Total Enrolled Students,Students Present,Attendance Percentage,Previous Lecture Attendance,Gap Since Previous Lecture,Practical/Theory,Internal Test Week,Assignment Due,Holiday Before/After,Weather,Special Event,Faculty Experience,Time Category,Timetable Status,Data Source,Lecture Duration (Minutes),Day of Semester,Week Number,Month,Previous Attendance Rolling Average,Consecutive Lecture Count,Days Since Last Holiday,Exam Week Flag,Assignment Due Flag,Holiday Flag,Special Event Flag,Attendance Category
06-02-2026,Friday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,60,58.25,82.52,1.0,Theory,No,No,No,Sunny,No,13.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,37,6,2,72.81333333333332,3,10.0,0,0,0,0,Medium
06-02-2026,Friday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,67,65.05,58.25,2.25,Project,No,No,No,Cloudy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,37,6,2,73.13666666666666,4,10.0,0,0,0,0,Medium
06-02-2026,Friday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,71,68.93,65.05,1.0,Project,Yes,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,37,6,2,68.60666666666667,5,10.0,1,0,0,0,Medium
07-02-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,A,403,103,74,71.84,68.93,20.75,Project,No,No,No,Rainy,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,38,6,2,64.07666666666667,1,11.0,0,0,0,0,Medium
09-02-2026,Monday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,84,81.55,71.84,46.0,Theory,No,No,No,Sunny,No,5.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,40,7,2,68.60666666666667,1,13.0,0,0,0,0,High
09-02-2026,Monday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,81,78.64,81.55,1.0,Theory,No,No,No,Rainy,No,10.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,40,7,2,74.10666666666667,2,13.0,0,0,0,0,High
09-02-2026,Monday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,75,72.82,78.64,1.0,Theory,No,No,No,Cloudy,No,3.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,40,7,2,77.34333333333332,3,13.0,0,0,0,0,Medium
09-02-2026,Monday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,85,82.52,72.82,2.25,Practical,No,Yes,No,Rainy,No,6.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,40,7,2,77.67,4,13.0,0,1,0,0,High
09-02-2026,Monday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,83,80.58,82.52,1.0,Practical,No,No,No,Rainy,No,12.7,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,40,7,2,77.99333333333333,5,13.0,0,0,0,0,High
10-02-2026,Tuesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,82,79.61,80.58,18.75,Theory,No,No,No,Rainy,No,7.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,41,7,2,78.64,1,14.0,0,0,0,0,High
10-02-2026,Tuesday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,75,72.82,79.61,1.0,Theory,No,Yes,No,Cloudy,No,4.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,41,7,2,80.90333333333332,2,14.0,0,1,0,0,Medium
10-02-2026,Tuesday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,91,88.35,72.82,1.0,Theory,No,No,No,Cloudy,No,3.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,41,7,2,77.67,3,14.0,0,0,0,0,High
10-02-2026,Tuesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,72,69.9,88.35,2.25,Practical,No,No,No,Rainy,No,6.7,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,41,7,2,80.25999999999999,4,14.0,0,0,0,0,Medium
10-02-2026,Tuesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,82,79.61,69.9,1.0,Practical,No,No,No,Sunny,No,14.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,41,7,2,77.02333333333333,5,14.0,0,0,0,0,High
11-02-2026,Wednesday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,78,75.73,79.61,18.75,Theory,Yes,No,No,Sunny,No,14.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,42,7,2,79.28666666666666,1,15.0,1,0,0,0,High
11-02-2026,Wednesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,83,80.58,75.73,1.0,Theory,No,No,No,Sunny,No,10.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,42,7,2,75.08,2,15.0,0,0,0,0,High
11-02-2026,Wednesday,3,11:15,12:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,76,73.79,80.58,1.0,Theory,Yes,Yes,No,Sunny,No,9.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,42,7,2,78.64,3,15.0,1,1,0,0,Medium
11-02-2026,Wednesday,4,13:30,14:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,68,66.02,73.79,2.25,Theory,Yes,No,No,Sunny,No,11.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,42,7,2,76.7,4,15.0,1,0,0,0,Medium
11-02-2026,Wednesday,5,14:30,15:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,76,73.79,66.02,1.0,Theory,No,No,No,Cloudy,No,7.8,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,42,7,2,73.46333333333332,5,15.0,0,0,0,0,Medium
12-02-2026,Thursday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,82,79.61,73.79,18.75,Theory,No,No,No,Rainy,No,10.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,43,7,2,71.2,1,16.0,0,0,0,0,High
12-02-2026,Thursday,2,10:15,11:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,77,74.76,79.61,1.0,Theory,No,No,No,Rainy,No,8.9,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,43,7,2,73.14,2,16.0,0,0,0,0,Medium
12-02-2026,Thursday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,80,77.67,74.76,1.0,Theory,No,No,No,Sunny,No,12.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,43,7,2,76.05333333333333,3,16.0,0,0,0,0,High
12-02-2026,Thursday,4,13:30,14:30,Club Activities,CLUB,TBD,2,MCA,A,403,103,69,66.99,77.67,2.25,Special Event,No,No,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,43,7,2,77.34666666666666,4,16.0,0,0,0,1,Medium
12-02-2026,Thursday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,A,403,103,74,71.84,66.99,1.0,Theory,No,No,No,Cloudy,No,13.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,43,7,2,73.14,5,16.0,0,0,0,0,Medium
13-02-2026,Friday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,90,87.38,71.84,18.75,Practical,No,No,No,Sunny,No,7.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,44,7,2,72.16666666666667,1,17.0,0,0,0,0,High
13-02-2026,Friday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,90,87.38,87.38,1.0,Practical,No,No,No,Cloudy,No,13.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,44,7,2,75.40333333333332,2,17.0,0,0,0,0,High
13-02-2026,Friday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,83,80.58,87.38,1.0,Theory,No,No,No,Rainy,No,6.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,44,7,2,82.19999999999999,3,17.0,0,0,0,0,High
13-02-2026,Friday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,72,69.9,80.58,2.25,Project,No,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,44,7,2,85.11333333333333,4,17.0,0,0,0,0,Medium
13-02-2026,Friday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,76,73.79,69.9,1.0,Project,No,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,44,7,2,79.28666666666666,5,17.0,0,0,0,0,Medium
14-02-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,A,403,103,63,61.17,73.79,20.75,Project,No,No,No,Sunny,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,45,7,2,74.75666666666666,1,18.0,0,0,0,0,Medium
16-02-2026,Monday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,73,70.87,61.17,46.0,Theory,No,No,No,Sunny,No,11.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,47,8,2,68.28666666666668,1,20.0,0,0,0,0,Medium
16-02-2026,Monday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,75,72.82,70.87,1.0,Theory,No,No,No,Cloudy,No,4.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,47,8,2,68.61,2,20.0,0,0,0,0,Medium
16-02-2026,Monday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,86,83.5,72.82,1.0,Theory,No,No,No,Rainy,No,9.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,47,8,2,68.28666666666666,3,20.0,0,0,0,0,High
16-02-2026,Monday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,86,83.5,83.5,2.25,Practical,No,No,No,Rainy,No,2.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,47,8,2,75.73,4,20.0,0,0,0,0,High
16-02-2026,Monday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,86,83.5,83.5,1.0,Practical,No,No,No,Cloudy,No,8.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,47,8,2,79.94,5,20.0,0,0,0,0,High
17-02-2026,Tuesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,79,76.7,83.5,18.75,Theory,No,Yes,No,Rainy,No,7.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,48,8,2,83.5,1,21.0,0,1,0,0,High
17-02-2026,Tuesday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,81,78.64,76.7,1.0,Theory,No,No,No,Sunny,No,8.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,48,8,2,81.23333333333333,2,21.0,0,0,0,0,High
17-02-2026,Tuesday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,76,73.79,78.64,1.0,Theory,No,No,No,Sunny,No,7.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,48,8,2,79.61333333333333,3,21.0,0,0,0,0,Medium
17-02-2026,Tuesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,81,78.64,73.79,2.25,Practical,No,No,No,Cloudy,No,14.0,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,48,8,2,76.37666666666667,4,21.0,0,0,0,0,High
17-02-2026,Tuesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,85,82.52,78.64,1.0,Practical,No,No,No,Rainy,No,7.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,48,8,2,77.02333333333333,5,21.0,0,0,0,0,High
18-02-2026,Wednesday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,79,76.7,82.52,18.75,Theory,No,No,No,Sunny,No,3.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,49,8,2,78.31666666666666,1,22.0,0,0,0,0,High
18-02-2026,Wednesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,79,76.7,76.7,1.0,Theory,No,No,No,Sunny,No,13.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,49,8,2,79.28666666666666,2,22.0,0,0,0,0,High
18-02-2026,Wednesday,3,11:15,12:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,67,65.05,76.7,1.0,Theory,No,No,No,Rainy,No,12.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,49,8,2,78.63999999999999,3,22.0,0,0,0,0,Medium
18-02-2026,Wednesday,4,13:30,14:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,64,62.14,65.05,2.25,Theory,No,No,No,Sunny,No,4.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,49,8,2,72.81666666666666,4,22.0,0,0,0,0,Medium
18-02-2026,Wednesday,5,14:30,15:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,67,65.05,62.14,1.0,Theory,No,No,No,Sunny,No,4.3,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,49,8,2,67.96333333333332,5,22.0,0,0,0,0,Medium
19-02-2026,Thursday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,78,75.73,65.05,18.75,Theory,No,Yes,No,Cloudy,No,12.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,50,8,2,64.08,1,23.0,0,1,0,0,High
19-02-2026,Thursday,2,10:15,11:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,69,66.99,75.73,1.0,Theory,Yes,No,No,Sunny,No,10.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,50,8,2,67.64,2,23.0,1,0,0,0,Medium
19-02-2026,Thursday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,80,77.67,66.99,1.0,Theory,No,No,No,Rainy,No,14.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,50,8,2,69.25666666666666,3,23.0,0,0,0,0,High
19-02-2026,Thursday,4,13:30,14:30,Club Activities,CLUB,TBD,2,MCA,A,403,103,66,64.08,77.67,2.25,Special Event,No,Yes,No,Rainy,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,50,8,2,73.46333333333332,4,23.0,0,1,0,1,Medium
19-02-2026,Thursday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,A,403,103,69,66.99,64.08,1.0,Theory,No,No,No,Cloudy,No,8.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,50,8,2,69.57999999999998,5,23.0,0,0,0,0,Medium
20-02-2026,Friday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,89,86.41,66.99,18.75,Practical,Yes,Yes,No,Rainy,No,7.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,51,8,2,69.58,1,24.0,1,1,0,0,High
20-02-2026,Friday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,83,80.58,86.41,1.0,Practical,No,No,No,Rainy,No,13.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,51,8,2,72.49333333333333,2,24.0,0,0,0,0,High
20-02-2026,Friday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,77,74.76,80.58,1.0,Theory,No,No,No,Sunny,No,13.9,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,51,8,2,77.99333333333333,3,24.0,0,0,0,0,Medium
20-02-2026,Friday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,72,69.9,74.76,2.25,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,51,8,2,80.58333333333333,4,24.0,0,0,0,0,Medium
20-02-2026,Friday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,73,70.87,69.9,1.0,Project,No,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,51,8,2,75.08,5,24.0,0,0,0,0,Medium
21-02-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,A,403,103,78,75.73,70.87,20.75,Project,No,Yes,No,Sunny,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,52,8,2,71.84333333333333,1,25.0,0,1,0,0,High
23-02-2026,Monday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,83,80.58,75.73,46.0,Theory,No,Yes,No,Cloudy,No,13.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,54,9,2,72.16666666666667,1,27.0,0,1,0,0,High
23-02-2026,Monday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,82,79.61,80.58,1.0,Theory,No,No,No,Sunny,No,4.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,54,9,2,75.72666666666667,2,27.0,0,0,0,0,High
23-02-2026,Monday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,92,89.32,79.61,1.0,Theory,No,No,No,Sunny,No,11.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,54,9,2,78.64,3,27.0,0,0,0,0,High
23-02-2026,Monday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,78,75.73,89.32,2.25,Practical,Yes,No,No,Rainy,No,5.1,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,54,9,2,83.17,4,27.0,1,0,0,0,High
23-02-2026,Monday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,78,75.73,75.73,1.0,Practical,No,No,No,Rainy,No,12.2,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,54,9,2,81.55333333333333,5,27.0,0,0,0,0,High
24-02-2026,Tuesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,76,73.79,75.73,18.75,Theory,No,No,No,Sunny,No,11.2,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,55,9,2,80.25999999999999,1,28.0,0,0,0,0,Medium
24-02-2026,Tuesday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,91,88.35,73.79,1.0,Theory,No,No,No,Sunny,No,11.9,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,55,9,2,75.08333333333333,2,28.0,0,0,0,0,High
24-02-2026,Tuesday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,85,82.52,88.35,1.0,Theory,No,No,No,Sunny,No,12.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,55,9,2,79.28999999999999,3,28.0,0,0,0,0,High
24-02-2026,Tuesday,4,13:30,14:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,79,76.7,82.52,2.25,Practical,No,No,No,Cloudy,No,13.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,55,9,2,81.55333333333333,4,28.0,0,0,0,0,High
24-02-2026,Tuesday,5,14:30,15:30,Full Stack Development Practical,ITL21-FSD,F_ASP_RSZ_SP_KSD,2,MCA,A,401/402,103,78,75.73,76.7,1.0,Practical,No,No,No,Cloudy,No,8.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,55,9,2,82.52333333333333,5,28.0,0,0,0,0,High
25-02-2026,Wednesday,1,9:15,10:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,73,70.87,75.73,18.75,Theory,Yes,No,No,Sunny,No,9.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,56,9,2,78.31666666666666,1,29.0,1,0,0,0,Medium
25-02-2026,Wednesday,2,10:15,11:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,85,82.52,70.87,1.0,Theory,No,No,No,Sunny,No,12.1,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,56,9,2,74.43333333333334,2,29.0,0,0,0,0,High
25-02-2026,Wednesday,3,11:15,12:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,74,71.84,82.52,1.0,Theory,No,No,No,Sunny,No,7.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,56,9,2,76.37333333333333,3,29.0,0,0,0,0,Medium
25-02-2026,Wednesday,4,13:30,14:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,77,74.76,71.84,2.25,Theory,No,No,No,Sunny,No,12.9,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,56,9,2,75.07666666666667,4,29.0,0,0,0,0,Medium
25-02-2026,Wednesday,5,14:30,15:30,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,63,61.17,74.76,1.0,Theory,No,No,No,Rainy,No,8.7,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,56,9,2,76.37333333333333,5,29.0,0,0,0,0,Medium
26-02-2026,Thursday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,73,70.87,61.17,18.75,Theory,No,No,No,Cloudy,No,12.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,57,9,2,69.25666666666667,1,30.0,0,0,0,0,Medium
26-02-2026,Thursday,2,10:15,11:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,73,70.87,70.87,1.0,Theory,No,No,No,Rainy,No,3.3,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,57,9,2,68.93333333333334,2,30.0,0,0,0,0,Medium
26-02-2026,Thursday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,81,78.64,70.87,1.0,Theory,No,No,No,Sunny,No,2.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,57,9,2,67.63666666666667,3,30.0,0,0,0,0,High
26-02-2026,Thursday,4,13:30,14:30,Club Activities,CLUB,TBD,2,MCA,A,403,103,71,68.93,78.64,2.25,Special Event,No,No,No,Sunny,Yes,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,57,9,2,73.46,4,30.0,0,0,0,1,Medium
26-02-2026,Thursday,5,14:30,15:30,IRP,IRP2,F_SDM,2,MCA,A,403,103,71,68.93,68.93,1.0,Theory,No,No,No,Rainy,No,8.2,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,57,9,2,72.81333333333333,5,30.0,0,0,0,0,Medium
27-02-2026,Friday,1,9:15,10:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,93,90.29,68.93,18.75,Practical,No,No,No,Cloudy,No,7.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,58,9,2,72.16666666666667,1,31.0,0,0,0,0,High
27-02-2026,Friday,2,10:15,11:15,Cyber Security Practical,ITL21-CYBER,F_DPY_MSU_MLK_MST,2,MCA,A,401/402,103,86,83.5,90.29,1.0,Practical,No,No,No,Cloudy,No,6.4,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,58,9,2,76.05,2,31.0,0,0,0,0,High
27-02-2026,Friday,3,11:15,12:15,Research Methodology,IT25,F_MLK,2,MCA,A,403,103,82,79.61,83.5,1.0,Theory,No,No,No,Cloudy,No,14.0,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,58,9,2,80.90666666666667,3,31.0,0,0,0,0,High
27-02-2026,Friday,4,13:30,14:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,72,69.9,79.61,2.25,Project,No,No,No,Rainy,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,58,9,2,84.46666666666665,4,31.0,0,0,0,0,Medium
27-02-2026,Friday,5,14:30,15:30,Mini Project - Faculty Interaction,ITC21,TBD,2,MCA,A,403,103,83,80.58,69.9,1.0,Project,No,No,No,Sunny,No,8.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,58,9,2,77.67,5,31.0,0,0,0,0,High
28-02-2026,Saturday,1,11:15,12:15,Training And Placement / Mini Project Training,P201,TBD,2,MCA,A,403,103,62,60.19,80.58,20.75,Project,No,No,No,Rainy,No,8.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,59,9,2,76.69666666666666,1,32.0,0,0,0,0,Medium
02-03-2026,Monday,1,9:15,10:15,Full Stack Development,IT22,F_ASP_RSZ,2,MCA,A,403,103,84,81.55,60.19,46.0,Theory,No,No,No,Cloudy,No,2.5,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,70.22333333333333,1,34.0,0,0,0,0,High
02-03-2026,Monday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,72,69.9,81.55,1.0,Theory,Yes,No,No,Cloudy,No,6.7,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,74.10666666666667,2,34.0,1,0,0,0,Medium
02-03-2026,Monday,3,11:15,12:15,Software Project Management,IT24,F_JSP_MST,2,MCA,A,403,103,74,71.84,69.9,1.0,Theory,No,Yes,No,Sunny,No,10.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,70.54666666666667,3,34.0,0,1,0,0,Medium
02-03-2026,Monday,4,13:30,14:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,72,69.9,71.84,2.25,Practical,No,No,No,Sunny,No,9.5,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,74.43,4,34.0,0,0,0,0,Medium
02-03-2026,Monday,5,14:30,15:30,Java Practical,ITL21-JAVA,F_SDM_VSN_KSD_SSP,2,MCA,A,401/402,103,81,78.64,69.9,1.0,Practical,No,No,No,Rainy,No,5.6,Afternoon,Provided - user uploaded timetable,Synthetic development data,60.0,61,10,3,70.54666666666667,5,34.0,0,0,0,0,High
03-03-2026,Tuesday,1,9:15,10:15,Cyber Security,IT23,F_DPY,2,MCA,A,403,103,65,63.11,78.64,18.75,Theory,No,Yes,No,Rainy,No,14.6,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,73.46,1,35.0,0,1,0,0,Medium
03-03-2026,Tuesday,2,10:15,11:15,Java Programming,IT21,F_VSN_SDM,2,MCA,A,403,103,81,78.64,63.11,1.0,Theory,No,No,No,Rainy,No,2.8,Morning,Provided - user uploaded timetable,Synthetic development data,60.0,62,10,3,70.55,2,35.0,0,0,0,0,High
